frechet_inception_distance,precision,recall,f_score
162.44298409576703,0.4514999985694885,0.0,0.0
168.68889770500857,0.3605000078678131,0.0,0.0
175.58826350109013,0.30649998784065247,0.0,0.0
181.67384799381045,0.2849999964237213,0.0,0.0
193.8940584410409,0.23499999940395355,0.0,0.0
