Filename,Variance
image_0.png,247.01995849609375
image_1.png,286.111083984375
image_2.png,283.4892883300781
image_3.png,266.8862609863281
image_4.png,301.678955078125
image_5.png,279.41851806640625
image_6.png,270.1424865722656
image_7.png,289.37158203125
image_8.png,263.41546630859375
image_9.png,299.9636535644531
image_10.png,289.88421630859375
image_11.png,264.2582702636719
image_12.png,290.4890441894531
image_13.png,302.3039855957031
image_14.png,303.9530029296875
image_15.png,283.6127014160156
image_16.png,291.6304626464844
image_17.png,302.9052734375
image_18.png,287.22442626953125
image_19.png,276.4375915527344
image_20.png,250.2437286376953
image_21.png,316.35760498046875
image_22.png,290.964599609375
image_23.png,263.0145263671875
image_24.png,258.6772155761719
image_25.png,284.3656005859375
image_26.png,302.73291015625
image_27.png,291.7276306152344
image_28.png,267.5049133300781
image_29.png,278.52667236328125
image_30.png,257.8617248535156
image_31.png,323.0419921875
image_32.png,292.4595642089844
image_33.png,294.9105529785156
image_34.png,275.94451904296875
image_35.png,287.0851745605469
image_36.png,286.91156005859375
image_37.png,296.20355224609375
image_38.png,252.08885192871094
image_39.png,245.9336700439453
image_40.png,262.5376892089844
image_41.png,265.0638427734375
image_42.png,273.48358154296875
image_43.png,216.51168823242188
image_44.png,279.93719482421875
image_45.png,266.77081298828125
image_46.png,227.36752319335938
image_47.png,311.15289306640625
image_48.png,265.88726806640625
image_49.png,273.836669921875
image_50.png,279.30291748046875
image_51.png,264.5576171875
image_52.png,282.61810302734375
image_53.png,268.02899169921875
image_54.png,220.19309997558594
image_55.png,306.90826416015625
image_56.png,282.898681640625
image_57.png,311.3882751464844
image_58.png,288.7226867675781
image_59.png,322.1560363769531
image_60.png,290.80584716796875
image_61.png,306.1853942871094
image_62.png,285.3977355957031
image_63.png,287.2750244140625
image_64.png,293.87506103515625
image_65.png,269.83843994140625
image_66.png,279.3192443847656
image_67.png,275.2605285644531
image_68.png,234.3328857421875
image_69.png,311.5569152832031
image_70.png,256.0043029785156
image_71.png,268.4292297363281
image_72.png,287.3127136230469
image_73.png,287.3630065917969
image_74.png,295.12860107421875
image_75.png,221.88023376464844
image_76.png,306.9317932128906
image_77.png,248.08262634277344
image_78.png,288.71710205078125
image_79.png,255.79241943359375
image_80.png,309.98004150390625
image_81.png,239.57130432128906
image_82.png,300.9908142089844
image_83.png,273.369140625
image_84.png,299.5218200683594
image_85.png,318.3795471191406
image_86.png,313.8707275390625
image_87.png,325.1746826171875
image_88.png,277.83319091796875
image_89.png,278.7641296386719
image_90.png,303.971435546875
image_91.png,267.1877136230469
image_92.png,262.42083740234375
image_93.png,272.3936767578125
image_94.png,284.8263854980469
image_95.png,265.59185791015625
image_96.png,277.6321716308594
image_97.png,243.5871124267578
image_98.png,279.9462585449219
image_99.png,305.4753112792969
image_100.png,278.8137512207031
image_101.png,280.894775390625
image_102.png,242.974609375
image_103.png,243.28643798828125
image_104.png,300.2481994628906
image_105.png,288.27508544921875
image_106.png,256.8420104980469
image_107.png,253.3159637451172
image_108.png,316.1794738769531
image_109.png,263.7909851074219
image_110.png,290.71044921875
image_111.png,300.20794677734375
image_112.png,265.861328125
image_113.png,216.85289001464844
image_114.png,215.7659912109375
image_115.png,326.4934997558594
image_116.png,290.66278076171875
image_117.png,309.3903503417969
image_118.png,309.212646484375
image_119.png,256.25537109375
image_120.png,316.12744140625
image_121.png,271.7812194824219
image_122.png,284.1424255371094
image_123.png,231.29835510253906
image_124.png,293.5996398925781
image_125.png,239.80592346191406
image_126.png,269.8360900878906
image_127.png,256.183349609375
image_128.png,256.4541931152344
image_129.png,276.4294128417969
image_130.png,298.13262939453125
image_131.png,272.07159423828125
image_132.png,226.46568298339844
image_133.png,246.94847106933594
image_134.png,309.901611328125
image_135.png,299.73748779296875
image_136.png,300.83251953125
image_137.png,264.4715270996094
image_138.png,264.6959533691406
image_139.png,266.3305969238281
image_140.png,269.24810791015625
image_141.png,293.5416259765625
image_142.png,282.8640441894531
image_143.png,230.80517578125
image_144.png,293.90838623046875
image_145.png,242.00521850585938
image_146.png,256.4139709472656
image_147.png,310.8710632324219
image_148.png,289.3095397949219
image_149.png,289.2071838378906
image_150.png,273.2428894042969
image_151.png,303.76409912109375
image_152.png,292.23095703125
image_153.png,236.13990783691406
image_154.png,296.89154052734375
image_155.png,292.6454162597656
image_156.png,286.14349365234375
image_157.png,264.9384460449219
image_158.png,207.66595458984375
image_159.png,321.6732177734375
image_160.png,302.1676330566406
image_161.png,258.38543701171875
image_162.png,270.1436767578125
image_163.png,260.87457275390625
image_164.png,283.515380859375
image_165.png,269.5435485839844
image_166.png,267.22686767578125
image_167.png,258.0849914550781
image_168.png,258.302001953125
image_169.png,234.9092254638672
image_170.png,297.76446533203125
image_171.png,316.26971435546875
image_172.png,261.8586120605469
image_173.png,269.688232421875
image_174.png,288.7467346191406
image_175.png,294.1935729980469
image_176.png,306.418701171875
image_177.png,277.26019287109375
image_178.png,239.8631591796875
image_179.png,258.5129699707031
image_180.png,253.25357055664062
image_181.png,285.14556884765625
image_182.png,303.0305480957031
image_183.png,287.9903259277344
image_184.png,299.0989990234375
image_185.png,245.00039672851562
image_186.png,262.3197937011719
image_187.png,314.5823974609375
image_188.png,261.8096618652344
image_189.png,271.7283935546875
image_190.png,287.49627685546875
image_191.png,311.90472412109375
image_192.png,247.5063934326172
image_193.png,294.66033935546875
image_194.png,213.00686645507812
image_195.png,278.6003723144531
image_196.png,282.1282043457031
image_197.png,248.06817626953125
image_198.png,300.56182861328125
image_199.png,267.6069030761719
image_200.png,298.4144592285156
image_201.png,264.96875
image_202.png,300.33917236328125
image_203.png,302.178466796875
image_204.png,273.28289794921875
image_205.png,302.9973449707031
image_206.png,314.7454528808594
image_207.png,298.3136901855469
image_208.png,323.36798095703125
image_209.png,266.8894348144531
image_210.png,262.2813720703125
image_211.png,276.2213134765625
image_212.png,297.27117919921875
image_213.png,283.8952941894531
image_214.png,335.85418701171875
image_215.png,250.4012451171875
image_216.png,282.56231689453125
image_217.png,280.362548828125
image_218.png,301.90899658203125
image_219.png,288.240234375
image_220.png,300.67645263671875
image_221.png,283.23455810546875
image_222.png,313.591552734375
image_223.png,273.3521728515625
image_224.png,286.812255859375
image_225.png,226.16763305664062
image_226.png,224.30442810058594
image_227.png,317.2092590332031
image_228.png,280.9534912109375
image_229.png,271.54595947265625
image_230.png,273.0346374511719
image_231.png,280.25628662109375
image_232.png,290.87396240234375
image_233.png,241.75636291503906
image_234.png,300.25714111328125
image_235.png,290.5826721191406
image_236.png,259.6373291015625
image_237.png,250.42196655273438
image_238.png,270.0298767089844
image_239.png,291.47344970703125
image_240.png,267.47027587890625
image_241.png,294.8699951171875
image_242.png,282.6962890625
image_243.png,265.06109619140625
image_244.png,262.74981689453125
image_245.png,271.0750427246094
image_246.png,269.2432861328125
image_247.png,289.0243835449219
image_248.png,258.8834228515625
image_249.png,257.0091857910156
image_250.png,285.9768981933594
image_251.png,257.6498718261719
image_252.png,284.8540954589844
image_253.png,291.12567138671875
image_254.png,269.6136779785156
image_255.png,281.7134704589844
image_256.png,288.32598876953125
image_257.png,300.9702453613281
image_258.png,257.2187805175781
image_259.png,290.96343994140625
image_260.png,260.2704772949219
image_261.png,225.94369506835938
image_262.png,283.3792419433594
image_263.png,253.1544952392578
image_264.png,306.9339599609375
image_265.png,311.0267333984375
image_266.png,240.7669677734375
image_267.png,291.6079406738281
image_268.png,295.9568786621094
image_269.png,296.58111572265625
image_270.png,290.51190185546875
image_271.png,236.28961181640625
image_272.png,272.662841796875
image_273.png,265.42376708984375
image_274.png,282.82177734375
image_275.png,286.8309020996094
image_276.png,278.3485107421875
image_277.png,289.7933654785156
image_278.png,297.1776123046875
image_279.png,247.5169219970703
image_280.png,261.70819091796875
image_281.png,298.11688232421875
image_282.png,257.7769775390625
image_283.png,258.2090759277344
image_284.png,305.34307861328125
image_285.png,232.665283203125
image_286.png,292.58587646484375
image_287.png,333.4932556152344
image_288.png,321.3027648925781
image_289.png,273.5639953613281
image_290.png,231.78848266601562
image_291.png,258.6153564453125
image_292.png,256.7225036621094
image_293.png,295.6632385253906
image_294.png,295.8244934082031
image_295.png,277.72235107421875
image_296.png,258.492919921875
image_297.png,306.0204162597656
image_298.png,237.35414123535156
image_299.png,223.4412841796875
image_300.png,272.0628662109375
image_301.png,322.5740051269531
image_302.png,272.76043701171875
image_303.png,289.15045166015625
image_304.png,271.00213623046875
image_305.png,296.76141357421875
image_306.png,271.5973815917969
image_307.png,247.64369201660156
image_308.png,269.53668212890625
image_309.png,282.33343505859375
image_310.png,259.8914489746094
image_311.png,294.72039794921875
image_312.png,275.0681457519531
image_313.png,289.8790283203125
image_314.png,288.63580322265625
image_315.png,267.20440673828125
image_316.png,260.269775390625
image_317.png,317.38623046875
image_318.png,225.62631225585938
image_319.png,239.20864868164062
image_320.png,291.1054992675781
image_321.png,268.437255859375
image_322.png,262.19061279296875
image_323.png,216.9988250732422
image_324.png,259.3896179199219
image_325.png,241.4888153076172
image_326.png,253.68565368652344
image_327.png,298.7314453125
image_328.png,225.25448608398438
image_329.png,241.17965698242188
image_330.png,266.2886047363281
image_331.png,253.064208984375
image_332.png,246.8175506591797
image_333.png,312.75872802734375
image_334.png,302.9337463378906
image_335.png,323.1724548339844
image_336.png,275.73687744140625
image_337.png,289.380126953125
image_338.png,279.44146728515625
image_339.png,316.24560546875
image_340.png,272.01690673828125
image_341.png,303.1307373046875
image_342.png,309.91351318359375
image_343.png,272.48724365234375
image_344.png,301.4531555175781
image_345.png,294.10150146484375
image_346.png,272.808837890625
image_347.png,290.2843322753906
